appid,category
32110,Single-player
32120,Single-player
32140,Single-player
32150,Single-player
32150,Steam Achievements
32150,Steam Cloud
32150,Stats
32150,Steam Leaderboards
32160,Single-player
32160,Multi-player
32160,Steam Achievements
32160,Steam Cloud
32160,Stats
32160,Steam Leaderboards
32200,Single-player
32200,Multi-player
32200,Steam Achievements
32310,Single-player
32330,Single-player
32330,Local Co-op
32330,Shared/Split Screen
32330,Partial Controller Support
32330,Steam Cloud
32340,Single-player
32340,Steam Cloud
32350,Single-player
32350,Partial Controller Support
32350,Steam Cloud
32360,Single-player
32360,Full controller support
32360,Steam Cloud
32370,Single-player
32370,Steam Cloud
32380,Single-player
32380,Multi-player
32380,Local Multi-Player
32380,Partial Controller Support
32380,Steam Cloud
32390,Single-player
32390,Multi-player
32390,Partial Controller Support
32390,Steam Cloud
32400,Single-player
32400,Steam Cloud
32410,Single-player
32410,Steam Achievements
32410,Partial Controller Support
32410,Steam Leaderboards
32420,Single-player
32420,Shared/Split Screen
32420,Partial Controller Support
32430,Single-player
32430,Partial Controller Support
32430,Steam Cloud
32440,Single-player
32440,Shared/Split Screen
32440,Full controller support
32440,Steam Cloud
32450,Single-player
32450,Shared/Split Screen
32450,Partial Controller Support
32450,Steam Cloud
32460,Single-player
32460,Steam Achievements
32460,Full controller support
32460,Steam Cloud
32470,Single-player
32470,Multi-player
32470,Online Multi-Player
32470,Steam Cloud
32500,Single-player
32500,Partial Controller Support
32500,Steam Cloud
32510,Single-player
32510,Local Co-op
32510,Shared/Split Screen
32510,Partial Controller Support
32510,Steam Cloud
32610,Single-player
32610,Multi-player
32620,Single-player
32630,Single-player
32630,Multi-player
32640,Single-player
32640,Multi-player
32650,Single-player
32650,Multi-player
32660,Single-player
32660,Multi-player
32670,Single-player
32670,Multi-player
32680,Single-player
32680,Multi-player
32710,Single-player
32710,Multi-player
32710,Co-op
32720,Single-player
32720,Multi-player
32730,Single-player
32730,Multi-player
32740,Single-player
32740,Multi-player
32750,Single-player
32750,Multi-player
32760,Single-player
32760,Multi-player
32770,Single-player
32770,Multi-player
32770,Co-op
32900,Single-player
33100,Single-player
33100,Steam Achievements
33100,Steam Trading Cards
33100,Steam Cloud
33100,Steam Leaderboards
33110,Single-player
33110,Steam Trading Cards
33120,Single-player
33120,Steam Trading Cards
33130,Single-player
33180,Single-player
33230,Single-player
33320,Single-player
33390,Single-player
33390,Steam Achievements
33390,Partial Controller Support
33390,Steam Cloud
33390,Stats
33390,Steam Leaderboards
33460,Single-player
33520,Single-player
33570,Single-player
33600,Single-player
33610,Single-player
33610,Partial Controller Support
33620,Single-player
33620,Multi-player
33650,Single-player
33650,Steam Achievements
33650,Steam Leaderboards
33660,Single-player
33660,Multi-player
33660,Steam Achievements
33660,Steam Leaderboards
33670,Single-player
33670,Multi-player
33670,Steam Achievements
33680,Single-player
33680,Steam Achievements
33680,Steam Trading Cards
33680,Partial Controller Support
33680,Steam Leaderboards
33760,Single-player
33770,Single-player
33790,Single-player
33900,Single-player
33900,Multi-player
33900,Co-op
33900,Captions available
33900,Partial Controller Support
33900,Includes level editor
33930,Single-player
33930,Multi-player
33930,Co-op
33930,Captions available
33930,Partial Controller Support
33930,Includes level editor
33950,Single-player
33980,Single-player
33980,Steam Achievements
33980,Steam Cloud
33980,Stats
33990,Single-player
33990,Steam Cloud
34010,Single-player
34030,Single-player
34030,Multi-player
34030,Steam Achievements
34030,Steam Trading Cards
34030,Stats
34190,Single-player
34410,Single-player
34410,Steam Cloud
34420,Single-player
34420,Multi-player
34420,Steam Cloud
34420,Includes level editor
34500,Single-player
34500,Steam Achievements
34600,Single-player
34630,Single-player
34640,Single-player
34800,Single-player
34810,Single-player
34820,Single-player
34820,Multi-player
34830,Single-player
34830,Multi-player
34830,Steam Achievements
34830,Partial Controller Support
34870,Single-player
34870,Multi-player
34870,Steam Achievements
34870,Full controller support
34870,Steam Leaderboards
34900,Single-player
34900,Steam Achievements
34900,Steam Trading Cards
34920,Single-player
34920,Steam Achievements
34920,Partial Controller Support
34920,Steam Leaderboards
35000,Single-player
35070,Single-player
35130,Single-player
35130,Multi-player
35130,Shared/Split Screen
35130,Steam Achievements
35130,Partial Controller Support
35130,Steam Cloud
35130,Stats
35130,Steam Leaderboards
35140,Single-player
35140,Steam Achievements
35140,Steam Trading Cards
35140,Partial Controller Support
35140,Steam Cloud
35300,Single-player
35310,Single-player
35320,Single-player
35320,Multi-player
35320,Steam Achievements
35450,Multi-player
35450,Online Multi-Player
35450,Steam Achievements
35450,Steam Trading Cards
35450,Steam Workshop
35450,Valve Anti-Cheat enabled
35450,Stats
35450,Includes level editor
35460,Single-player
35460,Steam Achievements
35460,Partial Controller Support
35460,Stats
35460,Steam Leaderboards
35480,Single-player
35480,Steam Achievements
35480,Stats
35480,Steam Leaderboards
35600,Single-player
35600,Steam Achievements
35700,Single-player
35700,Multi-player
35700,Co-op
35700,Shared/Split Screen
35700,Steam Achievements
35700,Full controller support
35700,Steam Trading Cards
35700,Steam Workshop
35700,Steam Cloud
35700,Includes level editor
35720,Single-player
35720,Multi-player
35720,Co-op
35720,Shared/Split Screen
35720,Cross-Platform Multiplayer
35720,Steam Achievements
35720,Full controller support
35720,Steam Trading Cards
35720,Steam Workshop
35720,Steam Cloud
35720,Includes level editor
35800,Single-player
35800,Partial Controller Support
36000,Single-player
36000,Steam Achievements
36000,Partial Controller Support
36000,Steam Cloud
36100,Single-player
36130,Single-player
36180,Single-player
36210,Single-player
36240,Single-player
36300,Single-player
36310,Single-player
36320,Single-player
36900,Single-player
36900,Multi-player
36900,Co-op
36900,Partial Controller Support
36910,Single-player
36910,Multi-player
36910,Co-op
37000,Single-player
37000,Steam Trading Cards
37010,Single-player
37030,Single-player
37100,Single-player
37210,Single-player
37220,Single-player
37230,Single-player
37240,Single-player
37260,Single-player
37270,Single-player
37280,Single-player
37300,Single-player
37310,Single-player
37320,Single-player
37330,Single-player
37340,Single-player
37370,Single-player
37380,Single-player
37390,Single-player
37400,Single-player
37500,Single-player
37500,Multi-player
37500,Co-op
37500,Steam Achievements
37500,Steam Leaderboards
37600,Single-player
37700,Single-player
37700,Partial Controller Support
37800,Single-player
37800,Steam Achievements
37800,Steam Cloud
37800,Stats
37800,Steam Leaderboards
37960,Single-player
38000,Single-player
38070,Single-player
38080,Single-player
38090,Single-player
38100,Single-player
38110,Single-player
38120,Single-player
38130,Single-player
38140,Single-player
38150,Single-player
38160,Single-player
38170,Single-player
38180,Single-player
38190,Single-player
38210,Single-player
38210,Multi-player
38230,Single-player
38230,Steam Achievements
38230,Steam Cloud
38230,Stats
38400,Single-player
38400,Steam Cloud
38410,Single-player
38410,Steam Cloud
38420,Single-player
38420,Multi-player
38420,Steam Cloud
38430,Single-player
38430,Multi-player
38450,Single-player
38460,Single-player
38490,Single-player
38600,Single-player
38600,Steam Achievements
38600,Steam Trading Cards
38700,Single-player
38700,Steam Achievements
38700,Partial Controller Support
38700,Steam Cloud
38700,Includes level editor
38720,Single-player
38720,Steam Achievements
38720,Steam Cloud
38740,Single-player
38740,Steam Achievements
38740,Partial Controller Support
38740,Steam Cloud
38740,Steam Leaderboards
39000,Single-player
39000,Multi-player
39000,Co-op
39000,Valve Anti-Cheat enabled
39000,Stats
39000,Steam Leaderboards
39110,Single-player
39110,Steam Achievements
39120,Multi-player
39120,Online Multi-Player
39120,MMO
39120,Co-op
39120,Online Co-op
39120,Steam Trading Cards
39120,In-App Purchases
39140,Single-player
39140,Steam Achievements
39140,Partial Controller Support
39150,Single-player
39150,Steam Achievements
39150,Partial Controller Support
39150,Steam Cloud
39190,Single-player
39200,Single-player
39210,Single-player
39210,Multi-player
39210,Online Multi-Player
39210,MMO
39210,Co-op
39210,Online Co-op
39210,Cross-Platform Multiplayer
39210,Partial Controller Support
39500,Single-player
39510,Single-player
39520,Single-player
39520,Multi-player
39540,Single-player
39560,Single-player
39560,Multi-player
39630,Single-player
39630,Multi-player
39640,Single-player
39650,Single-player
39660,Single-player
39670,Single-player
39670,Multi-player
39680,Single-player
39690,Single-player
39800,Single-player
39800,Multi-player
39800,Online Multi-Player
39800,Co-op
39800,Online Co-op
39800,Local Co-op
39800,Shared/Split Screen
39800,Cross-Platform Multiplayer
39800,Steam Achievements
39800,Full controller support
39800,Steam Trading Cards
39800,Steam Cloud
39800,Steam Leaderboards
39900,Single-player
39900,Full controller support
39900,Partial Controller Support
40100,Single-player
40100,Multi-player
40100,Steam Achievements
40100,Stats
40100,Steam Leaderboards
40200,Single-player
40210,Single-player
40300,Single-player
40300,Steam Trading Cards
40320,Single-player
40320,Multi-player
40330,Single-player
40340,Single-player
40350,Single-player
40380,Single-player
40380,Partial Controller Support
40390,Single-player
40390,Steam Achievements
40390,Steam Trading Cards
40390,Partial Controller Support
40390,Stats
40400,Single-player
40400,Multi-player
40400,Co-op
40400,Cross-Platform Multiplayer
40400,Steam Achievements
40400,Steam Trading Cards
40420,Single-player
40420,Multi-player
40420,Co-op
40420,Shared/Split Screen
40420,Cross-Platform Multiplayer
40420,Steam Achievements
40420,Includes level editor
40500,Single-player
40500,Multi-player
40500,Steam Achievements
40500,Steam Cloud
40700,Single-player
40700,Steam Achievements
40700,Full controller support
40700,Steam Trading Cards
40700,Steam Cloud
40700,Steam Leaderboards
40720,Single-player
40930,Single-player
40930,Steam Achievements
40930,Partial Controller Support
40930,Steam Cloud
40930,Steam Leaderboards
40950,Single-player
40950,Multi-player
40950,Steam Trading Cards
40950,Steam Cloud
40950,Includes level editor
40970,Single-player
40970,Multi-player
40970,Steam Trading Cards
40970,Steam Cloud
40970,Includes level editor
40980,Single-player
40980,Multi-player
40980,Co-op
40980,Steam Achievements
40980,Steam Trading Cards
40980,Steam Workshop
40980,Steam Cloud
40980,Includes level editor
40990,Single-player
41000,Single-player
41000,Multi-player
41000,Co-op
41000,Steam Achievements
41000,Steam Trading Cards
41000,Partial Controller Support
41000,Steam Cloud
41000,Steam Leaderboards
41070,Single-player
41070,Multi-player
41070,Online Multi-Player
41070,Local Multi-Player
41070,Co-op
41070,Online Co-op
41070,Local Co-op
41070,Shared/Split Screen
41070,Cross-Platform Multiplayer
41070,Steam Achievements
41070,Full controller support
41070,Steam Trading Cards
41070,Steam Workshop
41070,Steam Cloud
41070,Steam Leaderboards
41070,Includes level editor
41100,Single-player
41300,Single-player
41300,Multi-player
41300,Cross-Platform Multiplayer
41300,Steam Achievements
41300,Partial Controller Support
41300,Stats
41300,Includes level editor
41400,Single-player
41400,Multi-player
41500,Single-player
41500,Steam Achievements
41500,Steam Cloud
41500,Includes level editor
41600,Single-player
41660,Single-player
41680,Single-player
41700,Single-player
41700,Multi-player
41740,Single-player
41740,Steam Achievements
41740,Steam Leaderboards
41800,Single-player
41800,Multi-player
41800,Steam Trading Cards
41900,Single-player
41900,Steam Achievements
41900,Steam Trading Cards
41900,Partial Controller Support
42000,Single-player
42000,Steam Achievements
42000,Partial Controller Support
42000,Steam Leaderboards
42120,Multi-player
42120,Steam Achievements
42120,Partial Controller Support
42120,Steam Cloud
42120,Stats
42120,Steam Leaderboards
42140,Single-player
42140,Shared/Split Screen
42140,Steam Achievements
42140,Steam Trading Cards
42140,Partial Controller Support
42140,Steam Cloud
42140,Steam Leaderboards
42170,Single-player
42170,Co-op
42170,Steam Achievements
42170,Steam Trading Cards
42170,Steam Cloud
42210,Single-player
42220,Single-player
42230,Single-player
42500,Single-player
42500,Multi-player
42500,Co-op
42500,Steam Achievements
42500,Partial Controller Support
42500,Steam Cloud
42500,Stats
42500,Steam Leaderboards
42670,Single-player
42670,Multi-player
42700,Single-player
42700,Multi-player
42700,Co-op
42700,Steam Achievements
42700,Partial Controller Support
42700,Valve Anti-Cheat enabled
42810,Single-player
42810,Multi-player
42850,Single-player
42850,Multi-player
42890,Single-player
42890,Multi-player
42890,Online Multi-Player
42910,Single-player
42910,Multi-player
42910,Co-op
42910,Shared/Split Screen
42910,Steam Achievements
42910,Full controller support
42910,Steam Trading Cards
42910,Steam Leaderboards
42920,Single-player
42920,Multi-player
42930,Single-player
42930,Steam Cloud
42940,Single-player
42940,Steam Cloud
42950,Single-player
42950,Steam Cloud
42960,Single-player
42960,Multi-player
42960,Steam Trading Cards
42980,Multi-player
42990,Multi-player
43000,Single-player
43000,Multi-player
43000,Steam Achievements
43000,Partial Controller Support
43000,Steam Leaderboards
43100,Single-player
43190,Single-player
43190,Multi-player
43190,Co-op
43190,Steam Achievements
43190,Partial Controller Support
43190,Steam Leaderboards
43500,Single-player
43600,Single-player
43600,Steam Achievements
44100,Single-player
44100,Multi-player
44100,Steam Achievements
44100,Partial Controller Support
44350,Single-player
44350,Multi-player
44350,Steam Achievements
44350,Full controller support
44350,Steam Trading Cards
44350,Steam Cloud
44350,Valve Anti-Cheat enabled
